--------------------------------------------------------------------
TestCaseNum: 2b
Popln_Size: 100
Max_Generations: 500
Mutation_percent: 5
Num_Games: 10
Max_Moves: 200
N_percent: 30
Selection: TS
Crossover: Cross1
--------------------------------------------------------------------

Gen no.	AvgFit	BestCandidate	BestFitness
98	15.077000000000007	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
99	15.27700000000001	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
100	15.070999999999996	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
101	15.154000000000003	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
102	15.267999999999997	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
103	14.956000000000003	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
104	15.131000000000002	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
105	15.253999999999998	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
106	15.176000000000004	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
107	15.108999999999996	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
108	15.244999999999994	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
109	15.266999999999998	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
110	15.28399999999999	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
111	15.229	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
112	15.290999999999997	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
113	15.094999999999988	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
114	15.144999999999996	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
115	15.251999999999994	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
116	15.156999999999993	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
117	15.290999999999997	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
118	15.137999999999993	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
119	15.118999999999996	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
